Passage ID,English Text,Chinese Translation,gpt_response_parsing_failed
275106,"Show that

",,
275107,"Prove that the difference between a whole number and the cube of this number is always a multiple of

",,
275116,"Expand and simplify

",,
275118,"Write 720 as a product of its prime factors.Show your working clearly.

",,
275121,"Show that

",,
275122,"Expand and simplify

",,
275130,"Given that   find the values of  for which

",,
275138,"Find the value of Show your working clearly.

",,
275139,"Find the value of Show your working clearly.

",,
275147,"Simplify

",,
275151,"Here are six graphs.Complete the table below with the letter of the graph that could represent each given equation.Write your answers on the dotted lines.

",,
275153,"Astrid wants to buy some oil.She can buy the oil from either Dane Oil or Arctic Oil.Here is information about the price that each company will charge Astrid.Astrid wants to get the better value for money for the oil.From which company should she buy her oil, Dane Oil or Arctic Oil?You must show your working.

",,
275162,"Write down an equation of a line that is parallel to the line with equation

",,
275168,"Here are the plan and front elevation of a solid shape.On the grid below, draw the side elevation of the solid shape.

",,
275171,"Show that

",,
275178,"Simplify fully

",,
275179,"Simplify fully

",,
275188,"Some students were asked the following question.“Which of the subjects Russian (R), French (F) and German (G) do you study?”Of these students4 study all three of Russian, French and German10 study Russian and French13 study French and German6 study Russian and German24 study German11 study none of the three subjectsthe number who study Russian only is twice the number who study French only.Let  be the number of students who study French only.Show all this information on the Venn diagram, giving the number of students in each appropriate subset, in terms of  where necessary.

",,
275193,"A rectangle  is to be drawn on a centimetre grid such that has coordinates (–4, –2) has coordinates (1, 10) has coordinates (19, ) has coordinates Work out the value of , the value of  and the value of .

",,
275196,"The diagram shows part of the graph of By drawing a suitable straight line, use your graph to find estimates for the solutions of

",,
275197,"Write as a single fraction in its simplest form.Show clear algebraic working.

",,
275199,"Write 8.2 x 105 as an ordinary number.

",,
275200,"Write as a single fraction in its simplest form.Show clear algebraic working.

",,
275209,"Rearrange  to make  the subject.Circle your answer.

",,
275210,"Expand and simplify

",,
275213,"The shaded region in the diagram is bounded by three lines.The equation of one of the lines is given.Write down three inequalities that define the shaded region.

",,
275222,"Complete the table of values for

",,
275223,"By drawing a suitable straight line on the grid, find estimates for the solutions of the equation Show your working clearly.Give your solutions correct to one decimal place.

",,
275229,"By drawing a suitable straight line on the grid,find estimates for the solutions of the equation Give your solutions correct to 1 decimal place.

",,
275263,"Solve  Show clear algebraic working. .......................................................

",,
275264,"Write 600 as a product of powers of its prime factors.Show your working clearly.

",,
275272,"For Office , the median distance workers travel from home to work is 15 km and the interquartile range is 5 km.Use the information above to compare the distances that workers at Office  and workers at Office  travel from home to work.Write down two comparisons.

",,
275273,"Sandeep sat  tests in January Each test was marked out of Here are his test results.Find the interquartile range of these test results.Show your working clearly.

",,
275275,"Complete the table of values for

",,
275278,"Rearrange  to make  the subject.Circle your answer.

",,
275281,"Work out the upper bound for the value of .Show your working clearly.Give your answer correct to  significant figures.

",,
275300,"Express  in the form  where  ,  and  are integers.

",,
275291,"Simplify fully

",,
275292,"Write as a single fraction  Give your answer in its simplest form.

",,
275293,"Write as a single fraction  Give your answer in its simplest form.

",,
275307,"The curve  is transformed to the curve .The curve  has equation Describe fully the transformation that maps curve  onto curve .

",,
275308,"The curve  is transformed to the curve .The curve  has equation Describe fully the transformation that maps curve  onto curve .

",,
275309,"The curve  is transformed to the curve .The curve  has equation Describe fully the transformation that maps curve  onto curve .

",,
275310,"The curve  is transformed to the curve .The curve  has equation Describe fully the transformation that maps curve  onto curve .

",,
275311,"Rationalise the denominator of  Show each stage of your working.Give your answer in the form  where  and  are fractions in their simplest forms.

",,
275313,"Solve  Show clear algebraic working. .......................................................

",,
275314,"The curve  is transformed to the curve .The curve  has equation Describe fully the transformation that maps curve  onto curve .

",,
275316,"Rationalise the denominator of  Show each stage of your working.Give your answer in the form  where  and  are fractions in their simplest forms.

",,
275317,"Solve the inequality

",,
275323,"Sketch the graph of  for Show the coordinates of any points of intersection with the coordinate axes.

",,
275328,"Jiao puts the brick back into the bag.There are 91 red bricks in the bag.Jiao is going to build a tower using all the red bricks and all the blue bricks but no other bricks.The tower will be in the shape of a cuboid.There will be 4 bricks in each layer of the tower.Work out how many layers the tower will have.

",,
275331,"Here are the first five terms of a number sequence.7    11    15    19    23Find an expression, in terms of  , for the th term of this sequence.

",,
275334,"The th term of a different number sequence is given by Write down the first 3 terms of this sequence.

",,
275336,"Ahmed, Behnaz and Carmen each have some money.Ahmed has 20% more money than Behnaz.Carmen has  of the amount of money that Behnaz has.Carmen has 31.50 euros.Work out how much money Ahmed has........................euros

",,
275337,"Solve  Show clear algebraic working.

",,
275338,"Solve  Show clear algebraic working.

",,
275339,"Solve  Show clear algebraic working.

",,
275340,"Ahmed, Behnaz and Carmen each have some money.Ahmed has 20% more money than Behnaz.Carmen has  of the amount of money that Behnaz has.Carmen has 31.50 euros.Work out how much money Ahmed has........................euros

",,
275356,"Use your scale drawing to find[2]

",,
275361,"Write  as a single power of 5.

",,
275362,"Use your scale drawing to find[2]

",,
275364,"Write 800 as a product of its prime factors.Show your working clearly.

",,
275365,"Describe the acceleration of the car for each part of this journey.

",,
275372,"Rearrange  to make  the subject.Circle your answer.

",,
275373,"Simplify fully

",,
275374,"Simplify fully

",,
275378,"Complete the table of values for

",,
275381,"Expand

",,
275382,"Expand

",,
275390,"The function  is defined asState the value of  that cannot be included in the domain of h

",,
275391,"Simplify  Give your answer in the form 2a where  is an integer.Show each stage of your working clearly.

",,
275392,"Show that

",,
275395,"Show that

",,
275401,#ERROR!,,
275403,"Solve  Show your working clearly.

",,
275405,"Solve  Show your working clearly.

",,
275406,"Here is a shape drawn on a grid of squares.On the grid, translate shape  by the vector Label the new shape .

",,
275407,"A tin contains tea bags with a choice of four different flavours of tea.The four flavours of tea are Assam or Darjeeling or Nilgiri or Rize.Sara takes at random a tea bag from the tin.The table shows each of the probabilities that the flavour of the tea Sara takes is Assam or Darjeeling or Rize.Work out the probability that the flavour of the tea Sara takes is Nilgiri.

",,
275417,"Make t the subject of

",,
275418,"Make t the subject of

",,
275430,"The table gives information about the times, in minutes, taken by 80 customers to do their shopping in a supermarket.Complete the cumulative frequency table.

",,
275440,"Write down the inequality shown on the number line.

",,
275442,"Express  in the form  where  and  are constants.

",,
275444,"Write down the inequality shown on the number line.

",,
275450,"Write  as an ordinary number.

",,
275455,"Solve the inequality Show clear algebraic working.

",,
275610,"and Work out Circle your answer.

",,
275459,"Show, by shading on the grid, the region that satisfies all three of the inequalitiesLabel the region

",,
275461,"On the grid, draw the graph of

",,
275462,"On the grid, draw the graph of

",,
275463,"On the grid, draw the graph of

",,
275468,"Write  in standard form.

",,
275469,"Write  in standard form.

",,
275470,"Express as a single fraction.Simplify your answer.

",,
275478,"Here is a quarter circle of radius 6 cmWork out the area of the quarter circle.Give your answer in terms of .............................cm2

",,
275483,"Write your answer to part (a) correct to 1 significant figure.

",,
275485,"Here is an identity.Work out the values of  and .

",,
275487,"

",,
275491,"Rana sells 192 cakes in the ratio    small : medium : large    =    7 : 6 : 11The profit for one medium cake is twice the profit for one small cake.The profit for one large cake is three times the profit for one small cake.Her total profit is £532.48Work out the profit for one small cake.£.....................

",,
275493,"Here is vector .Circle the column vector that represents .

",,
275506,"Here is a triangle.Give a reason why the length of side  cannot be 35 m.

",,
275509,"(–1, 4) is a point on a circle, centre Work out the equation of the tangent to the circle at .Give your answer in the form    .

",,
275513,"(–1, 4) is a point on a circle, centre Work out the equation of the tangent to the circle at .Give your answer in the form

",,
275514,"Here is some information about the marks of 60 students in a test.On the grid, draw a cumulative frequency graph.

",,
275515,"Here is some information about the marks of 60 students in a test.On the grid, draw a cumulative frequency graph.

",,
275525,"(–1, 4) is a point on a circle, centre Work out the equation of the tangent to the circle at .Give your answer in the form

",,
275527,"Circle the correct statement.

",,
275536,"is two thirds of .Work out the ratio Give your answer in its simplest form where  and  are integers.

",,
275540,"Without expanding any brackets,   show how to work out the exact solutions of    Give the solutions.

",,
275541,"Without expanding any brackets,   show how to work out the exact solutions of    Give the solutions.

",,
275542,"Here are two right-angled triangles.Circle the value of .

",,
275546,"Here is a quadrilateral. and Show that

",,
275547,"Here is a quadrilateral. and Show that

",,
275549,"Here is an identity.Use the identity to work out the value of  .You must show your working.

",,
275550,"Here is an identity.Use the identity to work out the value of  .You must show your working.

",,
275553,"Here is a quadrilateral. and Show that

",,
275554,"Solve the simultaneous equationswhere  is a constant.Give your answers in terms of in their simplest form.

",,
275557,"and  are points on a circle. is a tangent.Assume that triangle  is isosceles with Prove that  is parallel to .

",,
275559,"Circle the value of f(0°)

",,
275562,"Solve the simultaneous equationswhere  is a constant.Give your answers in terms of in their simplest form.

",,
275563,"Which of these is a geometric progression?Circle your answer.

",,
275565,"Work out the value of

",,
275571,"The diagram shows a triangle and a trapezium.Prove that

",,
275574,"Water is poured into a tank.The graph shows the number of litres of water in the tank.How much water is poured into the tank each minute?Circle your answer.

",,
275577,"Here is some information about the miles per gallon of 60 cars.Draw a cumulative frequency graph.

",,
275584,"Write  as a power of 2 in terms of

",,
275587,"Here are four triangles.Which two triangles are congruent?Circle two letters below.

",,
275592,"A and B are two events.Some probabilities are shown on the Venn diagram.Work out

",,
275594,"If instead,10 more boys and 1 more girl join, there would be the same number of boys and girls.Work out  and . = ................... = ...................

",,
275599,"Simplify  Circle your answer.

",,
275606,"Solve Circle your answer.

",,
275608,"Here is a sketch of a quadrilateral.All lengths are in centimetres.Tick one box for each statement.

",,
275609,"Solve

",,
275618,"Here are a circle and a sector of the circle.They each have radius .circumference of circle = perimeter of sectorWork out the size of angle .Give your answer in terms of ....................................degrees

",,
275629,"Solve the simultaneous equations

",,
275631,"Write  as a single power of 3

",,
275633,"Faisal tries to solve Here is his working.Give a reason why his answer is wrong.

",,
275637,"andare positive integers. is expanded and simplified.The answer is  where k is a positive integer.Work out the smallest possible value of .

",,
275638,"Here is a cube with edge length cmOne diagonal is shown.Circle the length, in centimetres, of the diagonal.

",,
275643,"Which one of these is a square number and a cube number?Circle your answer.

",,
275649,"Simplify  Circle your answer.

",,
275650,"Simplify  Circle your answer.

",,
275988,"and Show that

",,
275654,"Which one of these is a unit of density?Circle your answer.

",,
275656,"and  Circle the expression for

",,
275657,"and  Circle the expression for

",,
275665,"On the grid below, draw the graph of

",,
275666,"Use approximations to estimate the answer to

",,
275668,"Write down the inequality represented by the number line.

",,
275669,"Write down the inequality represented by the number line.

",,
275672,"Comment on how the assumption affects your answer to part (a).

",,
275676,"SimplifyCircle the answer.

",,
275681,"On Friday, Greg takes part in a long jump competition.He has to jump at least 7.5 metres to qualify for the final on Saturday.Each time Greg jumps, the probability he jumps at least 7.5 metres is 0.8Assume each jump is independent.Complete the tree diagram.
He has up to three jumps to qualify.
If he jumps at least 7.5 metres he does not jump again on Friday.
",,
275697,"Work out  Give your answer as a mixed number in its simplest form.

",,
275704,"Solve Give your answers to 2 decimal places.

",,
275705,"Is  a straight line?Show working to support your answer.

",,
275712,"For all values of On the grid, draw the graph of the composite function    for

",,
275742,"The length of each side of a regular pentagon is 8.4 cm to 1 decimal place.Complete the error interval for the length of one side.....................cm ⩽ length < ....................cm

",,
275747,"A biased coin is thrown 250 times.The relative frequency of Heads is worked out after every 50 throws.Circle the best estimate of the probability of Heads.

",,
275754,"Rearrange    to make  the subject.Circle your answer.

",,
275762,"Circle the fraction that is equivalent to

",,
275763,"Here is a sketch of the curve    Work out the values of  for which    Give your answer as an inequality.

",,
275767,"Work out the value of

",,
275770,"Mirek invests £6000 at a compound interest rate of 1.5% per year.He wants to earn more than £1000 interest.Work out the least time, in whole years, that this will take........................years

",,
275778,"The graph shows information about prisms with the same volume.Give one example to show the volume is 24 cm3.

",,
275789,"LunchChoose one starter and one main courseThere are four starters and ten main courses to choose from.Two of the starters and three of the main courses are suitable for vegans.What percentage of the possible lunches have both courses suitable for vegans?

",,
275801,"Expand Circle your answer.

",,
275802,"Expand Circle your answer.

",,
275806,"Circle the word that describes the graph

",,
275811,"Here is a sketch of a distance-time graph.Which of these represents the average speed between  and ?Tick one box.

",,
275814,"and  are points on a circle.The tangent at  is shown. and  are straight lines.Prove that

",,
275816,"Solve  Give your solutions to 3 significant figures.You must show your working.

",,
275818,"Rearrange    to make  the subject.

",,
275819,"Here is the sketch of a graph.Circle the equation of the graph.

",,
275824,"Rearrange    to make  the subject.

",,
275838,"Solve  Give your solutions to 3 significant figures.You must show your working.

",,
275839,"Solve  Give your solutions to 3 significant figures.You must show your working.

",,
275840,"Solve  Give your solutions to 3 significant figures.You must show your working.

",,
275844,"is a positive number. is a negative number.For each statement, tick the correct box.

",,
275845,"and  are three points on a circle.The radii from  and  are shown.Is  a diameter of the circle?You must show your working.

",,
275846,"and  are three points on a circle.The radii from  and  are shown.Is  a diameter of the circle?You must show your working.

",,
275847,"is a positive number. is a negative number.For each statement, tick the correct box.

",,
275848,"and  are three points on a circle.The radii from  and  are shown.Is  a diameter of the circle?You must show your working.

",,
275857,"is a common factor of 72 and 120 is a common multiple of 6 and 9Work out the highest possible value of

",,
275862,"A ship sails from  to  and then from  to . is 12 miles from , on a bearing of 080° is 28 miles from , on a bearing of 155°Work out the direct distance from  to .

",,
275863,"Circle the reason why these triangles are congruent.

",,
275865,"A ship sails from  to  and then from  to . is 12 miles from , on a bearing of 080° is 28 miles from , on a bearing of 155°Work out the direct distance from  to .

",,
275869,"Which sequence is a geometric progression?Circle your answer.

",,
275874,"Circle the expression for

",,
275875,"Which of these is not used to prove that triangles are congruent?Circle your answer.

",,
275881,"Circle the expression that is equivalent to

",,
275894,"The length of a pipe is 6 metres to the nearest metre.Complete the error interval for the length of the pipe............................m ⩽ length < ...........................m

",,
275895,"The length of a pipe is 6 metres to the nearest metre.Complete the error interval for the length of the pipe............................m ⩽ length < ...........................m

",,
275902,"SolveGive your answers to 2 decimal places.

",,
275912,"is a common factor of 72 and 120 is a common multiple of 6 and 9Work out the highest possible value of

",,
275919,"Simplify fully

",,
275920,"Simplify fully

",,
275922,"Here are two sets of numbers, A and B.mean of Set A : mean of Set B = 3 : 8Work out the value of

",,
275923,"Circle the reason why these triangles are congruent.

",,
275924,"SolveGive your answers to 2 decimal places.

",,
275926,"SolveGive your answers to 2 decimal places.

",,
275928,"Hanif makes green paint by mixing blue paint and yellow paint in the ratioblue : yellow = 7 : 3He buys blue paint in 50-litre containers, each costing £225He buys yellow paint in 20-litre containers, each costing £80He wants tosell the green paint in 5-litre tinsmake 40% profit on each tin.How much should he sell each tin for?£.......................................

",,
275939,"The table shows information about the times for 10 people to complete a task.These statements are about the mean and range of the actual times.Tick the correct box for each statement.

",,
275940,"The table shows information about the times for 10 people to complete a task.These statements are about the mean and range of the actual times.Tick the correct box for each statement.

",,
275941,"The table shows information about the times for 10 people to complete a task.These statements are about the mean and range of the actual times.Tick the correct box for each statement.

",,
275945,"Expand and simplify

",,
275947,"Expand and simplify

",,
275949,"and Work out  in its simplest form.

",,
275953,"Liquid is leaking out of a container.The graph shows the depth of the liquid for 60 seconds.Use the graph to work out an estimate of the rate of decrease of depth at 10 seconds.You must show your working............................................cm/s

",,
275965,"is a quadrilateral.The quadrilateral is reflected in the line Which vertices are invariant?Circle your answer.

",,
275968,"Here is a sketch of a quadratic curve.The turning point is (3, –2)Circle the correct statement about the gradient of the curve for

",,
275970,"The length of a table is 110 cm to the nearest cmComplete the error interval..................cm ⩽ length < .................cm

",,
275977,"The sketch shows the lines  and Which pair of inequalities describes the shaded region?Tick one box.

",,
275987,"Juice is sold in small bottles and large bottles.The volume of the large bottle is 1125 ml.volume of small bottle : volume of large bottle = 2 : 5A café has small glasses and large glasses.volume of small glass : volume of large glass = 4 : 7A small bottle fills 6 small glasses with no juice left over.How many large glasses can be filled by a large bottle?You must show your working.

",,
275992,"Express as a single fraction.Simplify your answer.

",,
275997,"The pie chart shows information about people at a theme park.There were 450 more women than men.Work out the number of children.

",,
275998,"Here is some information about 26 houses. and  are all different numbers.The median number of bedrooms is 3.5Work out a possible set of values for  and .

",,
275999,"Express as a single fraction.Simplify your answer.

",,
276000,"Here is some information about 26 houses. and  are all different numbers.The median number of bedrooms is 3.5Work out a possible set of values for  and .

",,
276001,"Expand and simplify fully

",,
276002,"Simplify  Give your answer as a single fraction in its simplest form.

",,
276003,"Simplify  Give your answer as a single fraction in its simplest form.

",,
276006,"In triangle  is the midpoint of       Work out  in terms of  and .Give your answer in its simplest form.

",,
276009,"The average rate of change of with respect to  between points  and  is worked out.Which statement is correct?Tick one box.

",,
276026,"Expand and simplify fully

",,
276039,"Here are two function machines, A and B.Both machines have the same input.Work out the range of input values for which                                   the output of A is less than the output of B.

",,
276041,"Here are two function machines, A and B.Both machines have the same input.Work out the range of input values for which                                   the output of A is less than the output of B.

",,
276045,"Use the graph to estimate the rate at which the depth of water is increasing at 3 seconds.You must show your working......................cm/s

",,
276049,"Circle the decimal that is closest in value to

",,
276050,"is directly proportional to .Which graph shows this?Circle the correct letter.

",,
276051,"is directly proportional to .Which graph shows this?Circle the correct letter.

",,
276053,"Use approximations to check that your answer to part (a) is sensible.You must show your working.

",,
276071,"Solve the inequality.

",,
276060,"Expand and simplify.

",,
276061,"Expand and simplify.

",,
276063,"Express as a single fraction.Simplify your answer.

",,
276065,"Simplify

",,
276067,"Using your answer to part (a), prove that if m and n are positive integers and , then

",,
276068,"Using your answer to part (a), prove that if m and n are positive integers and , then

",,
276081,"Use your scale drawing to find[2]

",,
276087,"On the number line, represent the inequality

",,
276096,"Write as a single fraction in its simplest form.

",,
276097,"Sketch the graph of  .Show clearly the coordinates of any turning points and the value of the -intercept.

",,
276098,"Write as a single fraction in its simplest form.

",,
276099,"Complete the table of values for

",,
276103,"

",,
276104,"Here is some information about 26 houses. and  are all different numbers.The median number of bedrooms is 3.5Work out a possible set of values for  and .

",,
276115,"Use the diagram and the answer to part (a) to show that the angles of a triangle add up to 180°.Give a reason for each statement you make.

",,
276149,"State an assumption that has been made in answering part (a).[1]

",,
276150,"State an assumption that has been made in answering part (a).

",,
276154,"A two-course meal consists either of a starter with a main dish, a starter with a dessert or a main dish with a dessert.Show that there are 172 possible different two-course meals.

",,
276158,"Expand and simplify.

",,
276160,"Explain why the region found in part (a) may not be an appropriate site for the shopping centre.

",,
277661,"Simplify

",,
276180,"Use the diagram and the answer to part (a) to show that the angles of a triangle add up to 180°.Give a reason for each statement you make.

",,
276186,"Show that  can be simplified to

",,
276188,"The points A, B, C and D represent the four corners of Monty’s garden.His garden is bounded by four straight fences A to B, B to C, C to D and D to A.Monty wants to plant a tree in his garden at a place that satisfies the two conditions in part (a).Explain why there is only one position where Monty can plant his tree.

",,
276192,"Here are the results of a survey of 437 people in a town.Jeff says   At least 2 out of every 5 females in the town can speak Spanish.Is he correct?Show clearly how you reached your decision.
62 males speak Spanish.
153 females do not speak Spanish.
280 people do not speak Spanish.
",,
276200,"Tenzin is given this question.Factorise fully.Here is his answer.Explain why Tenzin’s answer is not correct.

",,
276201,"Tenzin is given this question.Factorise fully.Here is his answer.Explain why Tenzin’s answer is not correct.

",,
276213,"

",,
276214,"

",,
276227,"Explain why your estimate of the median is more reliable than your estimate of the mean.

",,
276245,"

",,
276248,"Alfie paints his model lorry.He has eight colours available.He decides to paint the cab in one colour and the trailer in a different colour.He then wants to paint his name on the trailer.The name must be in a different colour to the trailer.In how many different ways can Alfie paint his model lorry?

",,
276728,"Find an equation of the line perpendicular to , which passes through . Give your answer in the form , where  and  are integers.

",,
276263,"Solve.Show your working.

",,
276264,"Solve.Show your working.

",,
276266,"A, B, C and D are points on the circumference of a circle, centre O.AC is a diameter of the circle.Angle ABD = 58°.Angle CDB = 22°.Work out the sizes of angle ACD and ACB, giving reasons for your answers.Angle ACD = ...........................°

",,
276272,"

",,
276275,"Express as a single fraction.Simplify your answer.

",,
276276,"Make one comment about the seasonal variation shown in this graph.

",,
276290,"A function is represented by the following function machine.A number is input into the machine.The output is used as a new input.The second output is 11.Work out the number that was the first input.

",,
276295,"A function machine is shown below.If the Input is 3, the Output is 5.If the Input is 7, the Output is 25.Use this information to fill in the two boxes.

",,
276298,"John thinks that if he picks just two of the three items of clothing there will be more than 192 combinations.Is he correct?Show your reasoning.

",,
276300,"Rationalise the denominator of Give your answer in its simplest form

",,
277867,"On the grid, sketch the graph of

",,
276312,"Last year, Katie earned £16200.Her total loan repayments were £6400.Katie estimates that the ratio of her loan repayments to her earnings is approximately 3 : 8.Is she correct?Show your reasoning.

",,
276313,"Imran thinks that another tile in the shape of a regular polygon will fit exactly into angle .Is Imran correct?Show your reasoning.

",,
276319,"Calculate.Give your answer as a mixed number in its simplest form.

",,
276322,"Expand and simplify

",,
276329,"Gemma’s solution to the inequality Is Gemma’s solution correct?Explain your reasoning.

",,
276331,"Gemma’s solution to the inequality Is Gemma’s solution correct?Explain your reasoning.

",,
276332,"Gemma’s solution to the inequality Is Gemma’s solution correct?Explain your reasoning.

",,
276333,"Here is the floor plan of a rectangular room.Tim buys carpet tiles for this room.Each tile is a square measuring 50cm by 50cm.The tiles are only sold in packs of ten.Each pack costs £20.Tim pays for fitting at a rate of £7.50 per square metre, with any fraction of a square metre rounded up.Work out the total cost of the tiles and fitting.£ ..........................

",,
276334,"In the diagram AB is parallel to CD.AED and BEC are straight lines.Prove that triangle ABE is similar to triangle CDE.

",,
276335,"Here is the nutritional information for a 110g serving of cereal.   Carbohydrates 99.4g   Proteins 9.5g   Fats 1.1gEmily says that more than 90% of this serving is carbohydrates.Is she correct?Explain your reasoning.

",,
276337,"Evaluate.

",,
276341,"Write x2 + 8x + 3  in the form (x + a)2 - b.

",,
276345,"Write your answer to part (a) correct to 4 decimal places.

",,
276353,"Write down the largest integer that satisfies

",,
276358,"Gemma says   The equation (2x + 1)(3x + 2) + x (3x + 5) + 2 = -12 has no solutions.Explain Gemma’s reasoning.

",,
276377,"Iqrah says   15% of these families spent over £120.Is her statement correct?State the evidence you have used in making your decision.

",,
276378,"Solve the inequality.

",,
276380,"Solve these simultaneous equations algebraically. = .....................  = ..................... = .....................  = .....................

",,
276382,"[1][2]

",,
276370,"[1][2]

",,
276390,"Martha’s solution to the inequality  is shown on the number line.Is her solution correct?Explain your reasoning.

",,
276400,"Geoff has two fair spinners.He spins both spinners and multiplies the numbers on each spinner.Complete the table.

",,
276406,"Write  as a recurring decimal.

",,
276409,"You may use this coordinate grid to help you answer the following questions.Describe fully the single transformation that is equivalent toa translation of   followed by a translation of  .

",,
276410,"You may use this coordinate grid to help you answer the following questions.Describe fully the single transformation that is equivalent toa translation of   followed by a translation of  .

",,
276413,"Write  in the form

",,
276414,"Write  in the form

",,
276415,"Write  in the form

",,
276417,"Sketch the graph of  .Show clearly the coordinates of any turning points and the value of the -intercept.

",,
276425,"

",,
276427,"

",,
276428,"Simplify.

",,
276429,"Simplify.

",,
276430,"Simplify.

",,
276435,"Here are the first four terms of an arithmetic sequence.11   17   23   29Find, in terms of , an expression for the th term of this arithmetic sequence.

",,
276440,"Write    in the form

",,
276443,"Charlie and Jasmine share cartons of apple juice.Charlie drinks  of a carton every day.Jasmine drinks  of a carton every day.Any apple juice left in a carton at the end of the day is used the following day.The cost of a carton is 70p.Charlie and Jasmine buy just enough cartons to last them for 10 days.How much do they spend in total for these cartons?Give your answer in £.Show your working.£ .......................................................

",,
276448,"Write this list of numbers in order, smallest first. ,  ,    ,

",,
276452,"Show that line 3y = 4x − 14 is perpendicular to line 4y = −3x + 48.

",,
276511,"Explain why your answer to part (a) is unlikely to be the actual number of grains of salt in the packet.

",,
276530,"Martha’s solution to the inequality  is shown on the number line.Is her solution correct?Explain your reasoning.

",,
276534,"A sequence is defined using this term-to-term rule.If , find

",,
276542,"The diagram below shows a 1cm coordinate grid.Find an inequality that defines region A and another inequality that defines region B.

",,
276550,"Sweets are made on 288 days each year.Calculate the number of sweets made each year.Give your answer in standard form.

",,
276565,"Explain why he might not want to use Account A.

",,
276573,"Solve Show your solution on the number line.

",,
276576,"Arron ran a distance of 5 km at an average speed of 2.2 m/s.How long did Arron run for?Give your answer in minutes and seconds, to the nearest second............... minutes ................ seconds

",,
276577,"Arron ran a distance of 5 km at an average speed of 2.2 m/s.How long did Arron run for?Give your answer in minutes and seconds, to the nearest second............... minutes ................ seconds

",,
276582,"In the diagram,Explain why angle HDF is 82°.
E, F and D are points on the circumference of the circle
G, D and H lie on a tangent to the circle
angle EFD = 55°
angle FDE = 43°.
",,
276583,"Zoe uses the histogram to calculate the number of parcels weighing between 200g and 250g.Explain why Zoe’s answer is unlikely to be reliable.

",,
276600,"Write  as a fraction in its simplest form.You must show full working in support of your answer.

",,
276603,"Use your answer to part (a) to write down the size of the interior angle of a regular 12-sided polygon.

",,
276619,"A rectangle  is to be drawn on a centimetre grid such that has coordinates (–4, –2) has coordinates (1, 10) has coordinates (19, ) has coordinates Work out the value of , the value of  and the value of .

",,
276632,"Use your graph to find estimates of the solutions to the equation

",,
276642,"There are three different types of sandwiches on a shelf.  There are  Erin takes at random 2 of these sandwiches.  Work out the probability that she takes 2 different types of sandwiches.

",,
276649,"A number, , is rounded to  decimal places.The result is Using inequalities, write down the error interval for .

",,
276656,"On the grid, draw the cumulative frequency graph for this information.

",,
276665,"The region , shown shaded in the diagram, is bounded by three straight lines.Write down the three inequalities that define the region .

",,
276674,"

Find the three inequalities that define the region .

",,
276680,#ERROR!,,
276687,"Here is a sketch of for values of  from 0° to 360° is an acute angle.Circle the value of

",,
276692,"Sweets are made on 288 days each year.Calculate the number of sweets made each year.Give your answer in standard form.

",,
276698,"The histogram shows some information about the salaries of a sample of people.Use the histogram to complete the frequency table.

",,
276702,"The distance from Fulbeck to Ganby is 10 miles.The distance from Ganby to Horton is 18 miles.Raksha is going to drive from Fulbeck to Ganby.Then she will drive from Ganby to Horton.Raksha leaves Fulbeck at 10 00She drives from Fulbeck to Ganby at an average speed of 40 mph.Raksha wants to get to Horton at 10 35Work out the average speed Raksha must drive at from Ganby to Horton.

",,
276703,"Mary says,Is Mary right?You must give a reason for your answer.

",,
276711,"is a triangle in which angle  and  are integers such thatthe coordinates of  are the coordinates of  are (–1, –5 )the coordinates of are Given that the gradient of  is work out the value of  and the value of p = ....................................................... q = .......................................................

",,
276713,"Prove algebraically that  can be written as

",,
276722,"Expand and simplify.

",,
276726,"Factorise fully

",,
276743,"Donald tries to swim the 100 lengths in under 55 minutes.Suggest one reason why he might not achieve this.

",,
276747,"Express  as a single fraction.Give your answer in its simplest form.

",,
276752,"Write      as a single fraction in its simplest form.You must show your working.

",,
276753,"Work out .Give your answer as a product of prime factors in index form.

",,
276759,"Write down the inequality shown in the diagram.

",,
276761,"Sketch the graph of  .Show clearly the coordinates of any turning points and the value of the -intercept.

",,
276762,"Simplify

",,
276763,"The grouped frequency table shows information about the weekly wages of  factory workers.Complete the cumulative frequency table.

",,
276765,"The histogram shows some information about the ages of the 134 members of a sports club.20% of the members of the sports club who are over 50 years of age are female.Work out an estimate for the number of female members who are over 50 years of age.

",,
276774,"The diagram shows part of a sketch of the curve Write down the coordinates of

",,
276775,"A function is represented by the following function machine.A number is input into the machine.The output is used as a new input.The second output is 11.Work out the number that was the first input.

",,
276777,"Simplify

",,
276778,"Geoff has two fair spinners.He spins both spinners and multiplies the numbers on each spinner.Complete the table.

",,
276781,"Write down the value of

",,
276784,"Simplify

",,
276785,"Prove that , for all positive values of ,

",,
276795,"Karel changed $300 into 3891 Namibian dollars.Complete the statement. $1 = ............................ Namibian dollars

",,
276800,"Complete the table of values for

",,
276804,"Explain why your estimate of the median is more reliable than your estimate of the mean.

",,
276805,"Expand and simplify

",,
276806,"Use your graph to find an estimate for the interquartile range.

",,
276809,"

",,
276812,"Solve the simultaneous equations

",,
276813,"Robert has

",,
276814,"A straight linehas gradient 6andpasses through the point (3, 19)Work out the equation of the line.Give your answer in the form

",,
276816,"is an integer.Write down all the values of  that satisfy

",,
